web-scraper-order;web-scraper-start-url;link;link-href;judul;penulis;abstrak
1677119861-48;https://pta.trunojoyo.ac.id/c_search/byprod/10/91;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/110411100086;ANALISA TINGKAT PENERIMAAN MEDIA PEMBELAJARAN E-LEARNING DENGAN MENGGUNAKAN TECHNOLOGY ACCEPTANCE MODEL (TAM);Penulis : Verdina Apriliana Elfa Sari;"ANALISA TINGKAT PENERIMAAN MEDIA PEMBELAJARAN E-LEARNING DENGAN MENGGUNAKAN TECHNOLOGY ACCEPTANCE MODEL (TAM)
Verdina Apriliana Elfa Sari
(11.04.1.1.1.00086)

Pembimbing 1 : Andharini Dwi C, S.Kom., M.Kom
Pembimbing 2 : Rika Yunitarini, S.T., M.T.

ABSTRAK

Media pembelajaran elektronik saat ini semakin banyak digunakan khususnya di dunia pendidikan yaitu e-learning. E-learning merupakan alat bantu proses belajar mengajar dalam bentuk digital, dimana siswa dan guru dapat menggunakannya kapanpun dan dimanapun dengan cara online. Keberhasilan penggunaan metode belajar ini bukan suatu hal yang mudah, sikap dan perilaku penerimaan siswa dan guru terhadap media pembelajaran e-learning ini juga perlu diketahui. 
Dengan menggunakan model yang sudah ada yaitu Technology Acceptance Model (TAM) kemudian di kalibrasi untuk mengetahui kebenaran dan seberapa besar nilai pengaruh faktor-faktor yang ada pada model TAM. Penelitian ini melakukan survey kepada siswa dan guru yang sebelumnya menggunakan proses pengajaran tanpa e-learning. Dengan menggunakan metode Delphi untuk mendapatkan faktor-faktor yang berpengaruh dan membuat list kusioner. Pengukuran pada model TAM yang digunakan untuk pengolahan data menggunakan Structural Equation Model (SEM). 
Hasil dari pemodelan TAM menunjukkan bahwa tingkat penerimaan terhadap media pembelajaran e-learning adalah signifikan positif. Faktor-faktor konfirmatori yang mempengaruhi tingkat penerimaan e-learning Bahasa Madura adalah valid. Dengan aktualisasi penggunaan yang dapat dijelaskan oleh variabilitas persepsi kemudahan,kegunaan,sikap, dan minat pengguna terhadap e-learning memberikan nilai kontribusi sebesar 33%.

Kata Kunci : E-Learning, TAM (Technology Acceptance Model), SEM (Structural Equation Model)"
1677119864-49;https://pta.trunojoyo.ac.id/c_search/byprod/10/91;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/110411100041;SISTEM PENDUKUNG KEPUTUSAN PENCARIAN TEMPAT WISATA di SUMENEP MENGGUNAKAN METODE AHP;Penulis : Kurratul Aini;"Salah satu pendapatan yang besar untuk suatu daerah adalah dari  sektor pariwisata, sebab pariwisata adalah industri yang akan terus hidup dan terus berkembang setiap tahunnya. Sumenep memiliki begitu banyak  keindahan alam, kekayaan budaya, mempunyai nilai sejarah yang tinggi dari masa penjajahan belanda dan kerajaan Sumenep serta warga sumenep yang  ramah  dan  sangat bersahabat. Semua itu sangat mendukung untuk menjadikan kota sumenep sebagai kota pariwisata bagi wisatawan lokal ,non lokal, maupun manca negara. Namun bagi wisatawan luar daerah Madura akan kesulitan dalam memilih tempat wisata sesuai dengan kriteria yang mereka inginkan. Oleh sebab itu penelitian ini membuat sebuah sistem pendukung keputusan untuk memilih tempat wisata yang ada di sumenep.
Hasil dari penelitian ini adalah perangkingan tempat wisata dilakukan dengan metode Analitical Hierarchy Process (AHP) melakukan perangkingan berdasarkan tingkat kepentingan tertentu. Dengan diterapkannya Sistem Pendukung Keputusan ini diharapkan wisatawan dapat mendapatkan rekomendasi tempat wisata."
1677119867-50;https://pta.trunojoyo.ac.id/c_search/byprod/10/91;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/110411100042;APLIKASI PENENTUAN JENJANG KOMPETENSI BERBASIS E-LEARNING MENGGUNAKAN METODE SIMPLE ADDITIVEWEIGHTING (SAW);Penulis : Nurul Fajriyah Karina;"Balai Latihan Kerja (BLK) merupakan salah satu instrument pengembangan sumber daya manusia yang diharapkan dapat mentransfer pengetahuan, ketrampilan, dan etos kerja produktif.BLK menjadi salah satu solusi untuk meningkatkan kualitas tenaga kerja, khususnya bagi masyarakat yang hanya memiliki tingkat pendidikan setara dengan SLTP dan SMAyang biasanya memiliki keterampilan rendah dan tidak mampu melanjutkan ke jenjang pendidikan yang lebih tinggi.
Sulitnya menentukan kemampuan yang dimiliki oleh tiap individu menyebabkan peserta pelatihan kerja tidak dapat mengoptimalkan keahliannya. Maka dari itu dibutuhkan suatu sistem untuk membantu mereka dalam menentukan keahlian apa yang sebaiknya mereka tekuni agar tujuan untuk mendapat pekerjaan maupun membuka lapangan kerja baru dapat dicapai. Penggunaan metode Simple Additive Weighting (SAW) merupakan salah satu solusi dalam penentuan jenjang kompetensi peserta pelatihan kerja ini. Dan dengan diterapkannya dalam E-Learning diharapkan peserta pelatihan dapat lebih mudah dalam melakukan transaksi materi dan pelaksanaan ujian. Hasil pengujian sistem menunjukkan bahwa dari pembuatan aplikasi ini dengan menggunakan metode SAW mempunyai tingkat akurasi 93% dari data pembanding manual.

Kata Kunci :Aplikasi, E-learning, SAW, Pelatihan Kerja, BLK"
1677119872-51;https://pta.trunojoyo.ac.id/c_search/byprod/10/90;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100016;PEMODELAN SISTEM DINAMIK UNTUK MEMPREDIKSI TINGKAT KEHILANGAN AIR;Penulis : NURIYAH;Tingkat kehilangan air yang terjadi di PDAM pamekasan kecamatan pademawu tiap tahunya semakin meningkat. Minimnya sumber air sebagai bahan baku dan banyaknya kehilangan air sehinggan distribusi air semakin berkurang menjadi pemasalah yang terjadi di PDAM pamekasan kecamatan pademawu. Kehilangan air dapat disebabkan oleh factor fisik dan non fisik /komersial. Kehilangan air secara fisik diakibatkan oleh factor-faktor teknis pada perpipaan. Sedangkan kehilangan air non fisi/komersial disebabkan oleh factor-faktor non teknis seperti kesalahan penanganan data dan kesalahan pembacaan meteran. Untuk memprediksi tingkat kehilangan air (water losses) PDAM pamekasan di kecamatan pademawu maka dilakukanlah analisis pemodelan sistem dinamik untuk memprediksi tingkat kehilangan air. Berdarkan uji coba beberapa skenario, skenario penggantian diameter dapat menekan kehilangan air fisik sebesar 51 % perbulanya. skenario pengurangan debit aliran pada pipa sebesar 3 % dan skenario penggabungan antara skenario 1 dan 2 dapat menekan sampai 57 %. Hasil pemodelan ini dapat dijadikan acuan untuk melakukan kebijakan bagi pihak PDAM.
1677119874-52;https://pta.trunojoyo.ac.id/c_search/byprod/10/90;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100051;SISTEM PENILAIAN JAWABAN ESSAY OTOMATIS MENGGUNAKAN  METODE WINNOWING PADA PEMBELAJARAN TIK;Penulis : YUNINDA MAULANA;"Pada bentuk soal essay atau uraian memberikan kesulitan tersendiri dalam mengoreksi karena jawaban essay bervariasi tergantung pada tingkat pemahaman terhadap suatu materi. Penelitian ini membuat sistem penilaian jawaban essay otomatis pada soal TIK menggunakan algoritma winnowing dan membandingkan dari penelitian sebelumnya yang menggunakan algoritma winnowing. Proses yang membedakan antara penelitian sebelumnya dengan penelitian yang diterapkan yaitu   pada penelitian sebelumnya menggunakan metode winnowing dengan proses menghilangkan stopword removal dan proses stemming. Dari proses tersebut diduga waktu proses yang lebih lama sehingga  proses yang akan diterapkan pada penelitian ini yaitu menghilangkan kata stopword removal dan menghilangkan kata yang dianggap mengulang soal dengan batas yang sudah ditentukan. Perbedaan proses tersebut sebagai dasar pengujian untuk mengetahui proses yang baik dan waktu yang lebih cepat. Hasil dari pengujian sistem menggunakan algoritma winnowig dengan perbedaan proses tersebut dengan hasil pengujian yaitu rata-rata nilai kemiripan 56.67% pada penelitian sebelumnya, sedangkan dengan penambahan proses pada pre-processing data dan penghilangkan proses stemming rata-rata kemiripan 55.504%. Perbedaan proses tersebut dianggap mendapat nilai rata-rata kemiripan yang sama. Sedangkan perbandingan waktu rata-rata berdasarkan proses tanpa stemming didapatkan 0.0077/s sedangkan pada peneliti sebelumnya yang melibatkan proses stemming mendapatkan hasil waktu 0.08/s.   

Kata kunci: Pre-processing, Stopword Removal, Stemming, Winnowing."
1677119877-53;https://pta.trunojoyo.ac.id/c_search/byprod/10/90;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100074;SISTEM PENDUKUNG KEPUTUSAN PEMBERIAN BANTUAN REHABILITASI GEDUNG DAN FASILITAS SEKOLAH DENGAN METODE MULTI ATRIBUTE GLOBAL INFERENCE OF QUALITY (MAGIQ);Penulis : UUN FATMAWATI;"Abstrak. Fasilitas dan gedung sekolah merupakan sarana yang mempengaruhi perkembangan pendidikan. Pemerintah setiap tahunnya menganggarkan dana untuk kepentingan sekolah, yaitu untuk menunjang pendidikan agar lebih baik lagi. Dinas Pendidikan merupakan salah satu instansi yang menjalankan program dari pemerintah di bidang pendidikan. Salah satunya, yaitu bantuan rehabilitasi gedung sekolah dan fasilitasnya. Untuk penentuan bantuan tersebut dibutuhkan  data dari setiap sekolah yang mengajukan bantuan. Proses seleksi di Dinas Pendidikan Bangkalan masih menggunakan cara yang manual sehingga proses seleksi kurang tepat pada sasarannya. Penerimaan bantuan tersebut menggunakan beberapa kriteria seperti kondisi gedung, fasilitas dan perlengkapan sekolah. Dimana hasil akhirnya akan diurutkan berdasarkan nilai tertinggi. Pada penelitian ini digunakan sebuah metode Multi Atribute Global Inference of Quality (MAGIQ) yang digunakan untuk proses perangkingan. Dari hasil pengujian sistem pendukung keputusan dengan menggunakan (MAGIQ) diperoleh hasil perbandingan untuk nilai rangking yang sama yaitu 30,43 % sedangkan untuk nilai rangking yang tidak sama yaitu 69,56 %.
Kata kunci :Rehabilitasi, SPK, Multi Atribute Global Inference of Quality (MAGIQ),"
1677119879-54;https://pta.trunojoyo.ac.id/c_search/byprod/10/90;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/110411100032;APLIKASI PENENTUAN PRIORITAS PENGEMBANGAN IKM MENGGUNAKAN VIKOR;Penulis : Nuriyana;"Sebagai dasar pertumbuhan ekonomi daerah, keberadaan industri kecil menengah sangatlah berpengaruh penting untuk kehidupan masyarakat kota Bangkalan Madura. Akan tetapi sangat jarang dilakukan oleh pihak-pihak terkait untuk mengoptimalkan potensi yang dimiliki oleh industri kecil menengah mengingat banyaknya industri kecil menengah yang dimiliki oleh masyarakat khususnya masyarakat kota Bangkalan Madura.
Salah satu upaya untuk mengatasi kesulitan dalam pengoptimalan potensi industri kecil menengah maka perlu adanya pembuatan aplikasi penentuan prioritas pengembangan IKM menggunakan metode VIKOR (VIseKriterijumska Optimizacija I Kompromisno Resenje) dengan kriteria Nilai Investasi, Kapasitas Produksi, Nilai Produksi, Nilai Bahan Baku dan Tenaga Kerja. Metode VIKOR ialah metode perankingan dengan menggunakan indeks peringkat multikriteria berdasarkan ukuran tertentu dari kedekatan dengan solusi yang ideal. Sehingga aplikasi ini akan memilihkan ikm-ikm yang layak untuk diberikan bantuan dalam pengembangannya. Hasil pengujian menunjukkan bahwa dari pembuatan aplikasi ini dengan meggunakan metode vikor mempunyai tingkat akurasi 73% dari data pembanding manual."
1677119881-55;https://pta.trunojoyo.ac.id/c_search/byprod/10/90;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/110411100051;PENERAPAN METODE SIMPLE ADDITIVE WEIGHTING (SAW) DALAM PEMBUATAN PERANGKAT LUNAK SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN PROGRAM STUDI BAGI SISWA MADRASAH ALIYAH NEGERI (MAN) BANGKALAN;Penulis : Tsalits Nurul Qomariyah;"Penentuan program studi atau jurusan merupakan masalah yang sangat penting bagi siswa menengah atas karena dapat berpengaruh pada kelancaran proses belajar dan pemilihan perguruan tinggi. Di Madrasah Aliyah Negeri (MAN) Bangkalan terdapat 4 program studi yaitu: Program Studi MIPA, IPS, Bahasa, dan Agama. Saat ini, proses penentuan program studi tersebut masih dilakukan secara manual oleh guru Bimbingan Konseling berdasarkan nilai rapor dan minat siswa saja. Hal ini menyebabkan hasil yang kurang akurat karena penilaian yang bersifat subjektif. Penilaian yang berdasarkan informasi formal berdasarkan kriteria perlu dilakukan untuk mendapatkan hasil yang akurat dan objektif. Penentuan program studi dinilai berdasarkan 4 kriteria, yaitu: nilai akademik atau rapor siswa (nilai rata-rata mata pelajaran kelas X semester 1 dan 2 yang terkait dengan masing-masing program studi), hasil angket penjurusan, tes pengetahuan (yang dilakukan secara online), dan hasil psikotes. Keempat kriteria tersebut diproses menggunakan metode Simple Additive Weighting (SAW). Hasil yang diperoleh dari uji coba sistem dengan menggunakan 102 data adalah 78 data sesuai dengan data jurusan siswa saat ini dan 24 data yang berbeda, dengan demikian persentase data yang sesuai mencapai 76,5%.

Kata Kunci : Sistem Pendukung Keputusan, Program Studi, Simple Additive Weighting (SAW)."
1677119886-56;https://pta.trunojoyo.ac.id/c_search/byprod/10/89;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100010;PENERAPAN FUZZY ANALYTHICAL HIERARCHY PROCESS (F-AHP)  PADA SISTEM PENDUKUNG KEPUTUSAN  PEMILIHAN RAKET  BADMINTON;Penulis : Mas Ahsan Sandya Firmansyah;"Dalam pemilihan raket badminton pada umumnya terdapat banyak produsen raket yang menawarkan berbagai macam tipe raket dan juga kelebihan kekurangannya. Dan seseorang baik pelatih, atlet, maupun masyarakat umum juga sering mengalami kebingungan dalam pemilihan raket yang sesuai. Dalam pemilihan raket diperlukan data kriteria-kriteria daripada spesifikasi raket memiliki sub kriteria masing-masing. Sebagai penunjang terdapat 2 langkah penting dalam pemilihan raket, Langkah pertama yaitu proses  pengumpulan  data  spesifikasi  raket dengan kriteria sebagai berikut harga raket, fleksibilitas raket, bahan Frame, berat raket, ukuran grip raket, jenis raket, rengangan senar raket, dan warna raket. Langkah kedua proses perangkingan dengan cara mengalikan nilai bobot dari masing-masing kriteria dengan setiap sub kriteria sehingga dapat melakukan penyeleksian kecocokan raket dengan berdasarkan data kriteria yang telah ditentukan. Dalam hal ini, dengan menggunakan metode Fuzzy Analytical Hierarchy Process (F-AHP) memiliki fungsi untuk mencari bobot prioritas kepentingan dari seluruh kriteria dan sub kriteria yang telah ditentukan dan juga sebagai proses dalam perangkingan bobot kriteria pemilihan raket sehingga nanti akan didapatkan rekomendasi raket dari perhitungan yang tertinggi dan sesuai keinginan. Berdasarkan penelitian ini kesesuaian dengan uji coba sistem memiliki tingkat kesesuaian 85% dari 20 responden.

Kata Kunci : F-AHP, Sistem Pendukung Keputusan, Raket."
1677119889-57;https://pta.trunojoyo.ac.id/c_search/byprod/10/89;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100020;RANCANG BANGUN APLIKASI PANDUAN TINGKAT PENCAPAIAN PERKEMBANGAN ANAK USIA 4-5 TAHUN PADA PERANGKAT BERGERAK;Penulis : Tri Utami;"Pada saat ini perkembangan teknologi berkembang sangat cepat. Salah satunya teknologi informasi pada dunia pendidikan. Terdapat banyak aplikasi yang beragam dibangun pada perangkat bergerak. Namun, untuk aplikasi panduan tingkat pencapaian perkembangan anak usia 4-5 tahun masih belum tersedia. 
BSNP adalah sebuah badan mandiri dan indepeden yang bertugas untuk mengembangkan, memantau pelakasanaan dan mengevaluasi standar nasional pendidikan. Pencapaian tingkat perkembangan anak usia 4-5 tahun merupakan salah satu kegiatan yang memiliki standard dan ditentukan oleh Badan Standar Nasional Pendidikan (BSNP). Acuan ini berfungsi untuk mengetahui tingkat pencapaian perkembangan dan pertumbuhan anak usia 4-5 tahun. Sejauh ini perkembangan anak hanya dapat diketahui di lingkungan PAUD (Pendidikan Anak Usia Dini) yang terdaftar. Padahal keluarga merupakan salah satu tempat pembinaan pertama anak. Aplikasi pada perangkat bergerak dapat menjadi media yang efektif dan efisien dalam mengawasi perkembangan anak.  Aplikasi panduan pencapaian perkembangan anak usia 4-5 tahun dibangun pada Mobile  Android. Bahasa pemrograman yang digunakan adalah Python dan Kivy. Dari hasil survei kuisioner, dapat diketahui presentase aplikasi sebesar 2,14% responden tidak baik, 45,71% responden cukup baik, 85% responden merasa baik, 18,57% responden sangat baik menggunakan aplikasi panduan perkembangan anak usia 4-5 tahun. Jadi, aplikasi yang sudah dibangun dirasa penting dan dapat digunakan dengan baik oleh masyarakat dalam pengawasan perkembangan anak dan mengevaluasi tingkatan kemampuan perkembangan anak. KATA KUNCI : anak, BSNP, Android, Python, Kivy."
1677119891-58;https://pta.trunojoyo.ac.id/c_search/byprod/10/89;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411200123;SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN SALES TERBAIK MENGGUNAKAN METODE SIMPLE ADDITIVE WEIGHTING (SAW);Penulis : Syarifudin Hidayatussalam;"ABSTRAKSI 
  Pegawai merupakan faktor pendukung dalam sebuah perusahaan atau instansi, maka dari itu PT. XL Axiata Bangkalan memberikan penghargaan kepada pegawai atau sales dengan cara memilih pegawai atau sales terbaik setiap tahunnya. Karna pegawai adalah faktor pendukung dalam sebuah instansi. Dan dengan adanya karyawan yang memiliki standar kualifikasi perusahaan maka produktivitas perusahaan pasti akan tetap terjaga dan semakin meningkat. Proses pemilihan karyawan terbaik ataupun berperprestasi sangatlah rumit, karna memerlukan pertimbangan – pertimbangan yang cermat. Untuk memperoleh hasil atau informasi perhitungan yang akurat, cepat dan tepat untuk memenuhi kriteria yang diharapkan, dibutuhkan proses komputerisasi atau bantuan tekhnologi didalamnya. Oleh karena itu kebutuhan sebuah sistem yang berbasis komputer dirasa sangat perlu guna memenuhi tuntutan akan kebutuhan informasi. Ditambah lagi pemilihan karyawan terbaik  dan berprestasi PT. XL Axiata Bangkalan masih di lakukan secara manual menggunakan perhitungan software microsoft excel. Hal inilah yang mendasari penulis dalam melakukan penelitian atau pembuatan program sistem pendukung keputusan pemilihan sales terbaik menggunakan metode simple additive weighting (saw) berbasis java.  
Kata Kunci : Sistem informasi ,Sistem Pendukung Keputusan ,Pegawai ,Sales , PT XL Axiata Bangkalan, Simple Additive Weighting (SAW), Berprestasi. Terbaik."
1677119896-59;https://pta.trunojoyo.ac.id/c_search/byprod/10/89;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100111;Deteksi Optic Disc Citra Retina Berbasis Algoritma Differential Morphological Profile (DMP);Penulis : Siti Nur Avivah;"Differential Morphological Profile (DMP) merupakan metode 
yang disarankan untuk proses deteksi Optic Disc (OD) pada citra fundus 
retina. Metode DMP yang digunakan pada penelitian ini adalah DMP 
dilasi. Pada metode ini, terjadi peningkatan ukuran structure element 
sebanyak delta pada proses dilasi disetiap iterasi yang terjadi. Citra yang 
dihasilkan dari metode ini berupa citra tepi daerah yang diduga sebagai 
Optic Disc (OD). Dibutuhkan empat tahap untuk mendapatkan daerah
OD yang diharapkan. Tahap pertama adalah Gaussian Low Pass 
Filtering dan dilasi untuk preprocessing. Kedua, Differential 
Morphological Profile Dilation untuk mendapatkan tepi daerah OD dan 
dilanjutkan dengan proses perbaikan citra dengan contrast stretching
serta otsu tresholding untuk proses binerisasi. Tahap ketiga adalah 
proses penghilangan noise dan pengambilan region of interest (ROI). 
Keempat adalah menemukan daerah optic disc dengan membentuk 
lingkaran berdasarkan titik pusat dan jari-jari yang didapatkan dari 
proses sebelumnya. Penelitian ini mengggunakan database INSPIRE-
AVR yang terdiri dari 40 citra retina fundus berwarna dan 40 citra 
groundtruth. Akurasi terbesar pada penelitian ini didapatkan pada iterasi 
bernilai 5 saat proses DMP Dilasi. Rata-rata sensitivity, specificity, dan 
accuracy terbaik yang didapatkan adalah 92.0340%, 98.1970%, dan 
95.1155%. Hal ini menunjukan bahwa metode DMP Dilasi sangat baik 
digunakan untuk deteksi optic disc dibandingkan dengan metode 
Morphology. 
Kata Kunci: Differential Morphological Profile (DMP). Dilasi, Deteksi 
Optic Disc, Sensitivity, Specificity, Accuracy."
1677119898-60;https://pta.trunojoyo.ac.id/c_search/byprod/10/89;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100094;KLASIFIKASI PENYAKIT DIABETIC RETINOPATHY PADA CITRA RETINA MENGGUNAKAN METODE TWO DIMENSIONAL PRINCIPAL COMPONENT ANALYSIS (2DPCA);Penulis : R. NURJANNAH;"Diabetic Retinopathy merupakan sebuah penyakit komplikasi dari penyakit diabetes mellitus yang dapat menyebabkan rusaknya pembuluh darah dan kebutaan permanen. Resiko penyakit Diabetic Retinopathy dapat dilihat dengan kasat mata  namun membutuhkan waktu yang lama untuk mengetahui hasilnya dan metode ini dinilai kurang efektif. Sehingga perlu adanya sistem untuk mendeteksi penyakit Diabetic Retinopathy dengan cepat, tepat, dan efisien.
Penelitian ini bertujuan untuk mengklasifikasi tingkat keparahan penyakit Diabetic Retinopathy. Proses klasifikasi penyakit Diabetic Retinopathy ini diawali dengan proses segmentasi. Kemudian dilanjutkan dengan proses ekstraksi fitur menggunakan metode Two Dimensional Principal Component Analysis (2DPCA). Tahapan terakhir dari penelitian ini merupakan klasifikasi dengan melakukan pengukuran kemiripan menggunakan metode ecludian distance.
Metode ini telah diujikan pada citra database MESSIDOR yang terdiri dari 80 citra asli dengan format *.tif . Rata-rata akurasi pengenalan yang didapatkan pada citra yang dilakukan eliminasi optic disk sebesar 33.84% , rata-rata akurasi citra pengenalan tanpa eliminasi optic disk sebesar 29.43%, rata-rata akurasi pengenalan image enhancement dan normalisasi citra sebesar 34.27%, rata-rata akurasi non-image enhancement dan non-normalisasi citra sebesar 33.84%.


Kata kunci : Klasifikasi , Diabetic Retinopathy, Two dimensional Principal Component Analysis (2DPCA), Akurasi"
1677119903-61;https://pta.trunojoyo.ac.id/c_search/byprod/10/88;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100109;Klasifikasi Diabetic Retinopathy Menggunakan Gray Level Cooccurence Matrix (GLCM);Penulis : Iryani Tiara Arif;"ABSTRAK

Salah satu penyakit yang menyerang mata adalah Diabetic Retinopathy (DR), yang merupakan salah satu komplikasi yang disebabkan oleh penyakit diabetes. Gejala yang ditunjukkan dari penyakit ini adalah mikroneurisma, hemorrhages ,excudets dan neovascularos. Pendeteksian penyakit tersebut dilakukan dengan melihat informasi yang terdapat pada citra retina dan selanjutnya dapat diklasifikasi sesuai tingkat keparahan. Penelitian ini bertujuan untuk mengembangkan suatu metode yang dapat digunakan utuk mengklasifikasi Diabetic Retinopathy sesuai dengan tingkat keparahan. Proses klasifikasi terhadap tingkat keparahan dilakukan berdasarkan fiture – fiture pada citra retina yang diperoleh melalui proses ekstrasi fiture menggunakkan metode ekstrasi fiture Gray Level Cooccurence Matrix (GLCM). Fiture ciri tersebut adalah max probability, energy, entropy, autocorrelation, contrast. correlation,dan  homogeneity. Proses selanjutnya dilakukan mengklasifikasi dengan Manhattan  dan didapatkan hasil klasifikasi Diabetic Retinopahty. Hasil dari penelitian ini menghasilkan akurasi maksimal 51,67 %.

Kata Kunci : Diabetic Retinopathy, Gray Level Cooccurence Matrix (GLCM), Manhattan."
1677119906-62;https://pta.trunojoyo.ac.id/c_search/byprod/10/88;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100003;Sistem Pendukung Keputusan Penentuan Nomor Perlombaan Cabang Olahraga Atletik Dengan Metode Naive Bayes;Penulis : Amelia Rita Kartika;"Dalam suatu cabang olahraga atletik terdapat beberapa nomor yang dilombakan, baik ditingkat regional maupun internasional. Nomor–nomor  perlombaan tersebut diantaranya: lari cepat,  lari menengah, lompat, jalan dan lempar. Cabang olahraga atletik berada dibawah naungan organisasi Persatuan Atletik Seluruh Indonesia atau (PASI). Penilaian yang dilakukan masih secara manual. Sehingga, sering terjadi kesalahan yang dilakukan oleh pelatih dalam menentukan nomor perlombaan bagi peserta didiknya. Oleh karena itu, Persatuan Atletik Seluruh Indonesia (PASI) membutuhkan sebuah sistem yang memiliki waktu komputasi yang cepat dan efisien dalam pengolahan data. Untuk mendukung sistem pendukung tersebut perlu adanya sebuah metode. Salah satunya metode yang akan digunakan pada sistem pendukung keputusan penentuan nomor perlombaan ini yaitu Metode Naive Bayes. Metode Naive Bayes berfungsi dalam pengklasifikasian data pada kelas tertentu. Hasil dari klasifikasi tersebut kemudian digunakan pelatih sebagai bahan pertimbangan bagi peserta didiknya yang akan bergabung. Dengan adanya sistem ini diharapkan pelatih dapat lebih mudah dalam menentukan nomor perlombaan bagi peserta didiknya.

Hasil dari pengujian sistem menggunakan metode  Naive Bayes dengan data uji 19 menghasikan tingkat akurasi  89,47%, untuk  data uji 36 menghasilkan akurasi 58,33%, untuk data uji  54 menghasilkan akurasi  40,74%."
1677119908-63;https://pta.trunojoyo.ac.id/c_search/byprod/10/88;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100025;"PENERAPAN E-LEARNING BERBASIS LEARNING TECHNOLOGY SYSTEM ARCHITECTURE (LTSA)
(Studi Kasus : Mata Kuliah Basis Data 2)";Penulis : Lulus Kharisma;"Pada penelitian ini dirancang sebuah sistem pembelajaran digital E-learning (electronic-learning), yang merupakan metode pembelajaran dengan memanfaatkan teknologi berbasis komputer. Metode pembelajaran ini bertujuan sebagai media alternatif dalam menunjang proses belajar peserta didik, khususnya pada mata kuliah Basis Data 2 teknik informatika Universitas Trunojoyo Madura yang saat ini masih menggunakan metode belajar secara konvensional, dimana proses pembelajaran yang masih mengharuskan pengajar dan peserta didik bertemu secara langsung di dalam kelas. Sistem E-learning ini dibangun menggunakan standar Learning Technology System Architecture (LTSA), yaitu sebuah standar sistem pembelajaran internasional yang dikembangkan berdasarkan IEEE 1884. Selain itu sistem ini juga dibangun menggunakan framework PHP berbasis MVC (Model-View-Controller) sehingga membuat sistem lebih terstruktur. Penelitian ini ditekankan pada penyampaian materi kepada peserta didik,  log aktivitas user, dan log materi. Dengan model pembelajaran seperti ini peserta didik dapat membangun pemahaman dan menuntun pola pikir dalam belajar mandiri, sehingga hasil yang diharapkan dari pembelajaran dapat tercapai dengan baik. Dari hasil kuisioner yang telah dibagikan kepada mahasiswa pengguna aplikasi, menunjukkan bahwa sistem E-learning berbasis Learning Technology System Architecture (LTSA) secara keseluruhan adalah baik, dengan nilai rata-rata 7,99.

Kata Kunci : E-Learning, MVC,  Learning Technology System Architecture."
1677119911-64;https://pta.trunojoyo.ac.id/c_search/byprod/10/88;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100110;Penerapan Gamification pada E-Learning Pembelajaran SQL;Penulis : Azza Devi Manzilia;Penerapan e-learning di perguruan tinggi banyak memberikan manfaat bagi dosen dan mahasiswa. Dengan menerapkan e-learning dosen dapat melakukan pengajaran secara dinamis dan mahasiswa dapat belajar secara fleksibel tanpa tergantung pada tempat dan waktu. Namun, penggunaan e-learning dinilai masih belum efisien karena sistem yang terdapat dalam e-learning belum bisa memberikan hasil yang maksimal bagi mahasiswa karena mahasiswa hanya mengetahui kemampuanya secara personal saja tanpa mengetahui kemampuan mahasiswa lain, dan bagi dosen e-learning belum mampu menampilkan secara global  hasil yang telah dicapai oleh seluruh mahasiswa. Permasalahan tersebut dapat diselesaikan dengan menambah fitur e-learning yang menerapkan konsep gamification. Gamification merupakan konsep pembelajaran yang menerapkan konsep game kedalam proses belajar. Fitur yang ditambahkan pada e-learning berupa quiz, challenge dan latihan tutorial yang diberikan oleh dosen. Sistem dibangun dengan menggunakan LMS (Learning Management System) MOODLE sebagai  sistem e-learning mata kuliah SQL.  Dengan diimplementasikanya sistem ini dosen dapat dengan mudah mengetahui kemampuan seluruh mahasiswa sedangkan mahasiswa dapat mengetahui kemampuanya dibandingkan dengan kemampuan mahasiswa lain. Berdasarkan hasil ujicoba yang diterapkan, sistem secara keseluruhan dinilai bisa diterapkan dengan baik oleh mahasiswa dengan nilai 8,2 yang masuk kedalam kategori baik.
